,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
criutils,"('criutils', 1.0)","('skybiometry_ros', 0.3854815293462629)","('opencv2', 0.3762275146018532)","('opencv2_doc', 0.3630235540136795)","('simple_arm', 0.3434454784972414)","('ecto_opencv', 0.3196841610048259)","('cv_detection', 0.28894329723879975)","('kalman_filter', 0.28254369077097674)","('mrp2_analyzer', 0.28077669092745416)","('flask_restful', 0.27605777826960354)","('nav_pcontroller', 0.2746321262884893)","('diagnostic_aggregator', 0.2686974317471611)","('julius_ros', 0.26650419601538133)","('urdf2inventor', 0.2638019263553799)","('python-flask-restful', 0.25972404671290794)","('flask_reverse_proxy', 0.2560732578572207)","('roomblock_mapping', 0.25322935409366254)","('ecto_openni', 0.24904156385715825)","('qglv_opencv', 0.24757247321399256)","('magni_nav', 0.24683474777685555)"
zbar_ros,"('zbar_ros', 1.0)","('libg2o', 0.9349676454326008)","('tblib', 0.9239243940413788)","('gmplot', 0.9117562591174306)","('open_karto', 0.9018846609650947)","('fcl', 0.8935841898049531)","('uwsim_osgocean', 0.887841348031141)","('fiveam', 0.8857574549370495)","('yason', 0.885752840268022)","('split_sequence', 0.8850530794067619)","('uwsim_osgworks', 0.8823835232739178)","('epos_library', 0.875571760290992)","('apriltags', 0.8722688912182764)","('uwsim_osgbullet', 0.8701240187008906)","('libqsopt', 0.856749807339502)","('libconcorde_tsp_solver', 0.8466350452261657)","('bcap', 0.8381122505866468)","('libmavconn', 0.835234867473494)","('mavlink', 0.8244141297602773)","('vrpn', 0.7943686186427362)"
sicktoolbox_wrapper,"('sicktoolbox_wrapper', 1.0)","('sick_tim', 0.999626568690374)","('gpsd_client', 0.9994483549201495)","('laser_assembler', 0.999020735164858)","('rosmake', 0.998896578489029)","('camera1394', 0.9987383026509369)","('nmea_gps_driver', 0.9984860935675617)","('laser_filters', 0.9982131353151548)","('flir_ptu_driver', 0.9970134181767657)","('p2os_urdf', 0.9963951566071737)","('schunk_powercube_chain', 0.9955898848979692)","('wpi_jaco', 0.991219291556341)","('serial', 0.9815160986257668)","('catkin', 0.9780234026361951)","('mobile', 0.9570982558632728)","('capabilities', 0.9400794607287389)","('robot', 0.9000871946474881)","('twist_mux', 0.8533755470685933)","('neo_msgs', 0.8229729793738515)","('neo_platformctrl_diff', 0.8100892680662941)"
turtlebot_arm_description,"('turtlebot_arm_description', 1.0)","('turtlebot_follower', 0.7656337395767763)","('turtlebot_arm_bringup', 0.7602054028157033)","('turtlebot_arm_moveit_demos', 0.7337792837101378)","('turtlebot_viz', 0.7219561353682811)","('turtlebot_arm_ikfast_plugin', 0.7140197001852409)","('widowx_arm_description', 0.6731862051645426)","('turtlebot_arm', 0.6630152399070447)","('turtlebot_panorama', 0.6235891003858509)","('turtlebot_stage', 0.594352946187674)","('widowx_arm', 0.5840636893956647)","('dynamixel_pro_arm_description', 0.5758788988198472)","('turtlebot_arm_moveit_config', 0.5662323433071559)","('turtlebot_gazebo', 0.5543015659498857)","('mico_description', 0.550961577288875)","('turtlebot_stdr', 0.5481305627695778)","('turtlebot_interactions', 0.5189290778617951)","('turtlebot_rviz_launchers', 0.48420605651652804)","('aubo_description', 0.4802535956043812)","('agvs_description', 0.47582588012195726)"
op3_gui_demo,"('op3_gui_demo', 1.0)","('op3_head_control_module', 0.7548679976381679)","('op3_direct_control_module', 0.7464957868865987)","('op3_walking_module_msgs', 0.735193718458849)","('op3_offset_tuner_client', 0.7212626638276664)","('op3_action_module_msgs', 0.719223438965958)","('manipulator_h_gui', 0.6898292798360156)","('op3_walking_module', 0.6768413136355296)","('op3_action_module', 0.6736951021225571)","('robotis_op3_msgs', 0.6567858339579492)","('thormang3_balance_control', 0.648447541346021)","('op3_web_setting_tool', 0.6401597449374508)","('robotis_op3_common', 0.6342810441695321)","('rh_p12_rn_gui', 0.6332728173456634)","('thormang3_head_control_module', 0.6288470179563455)","('thormang3_walking_demo', 0.6201098591679328)","('robotis_op3', 0.6097141738495382)","('thormang3_action_module', 0.6063345282121736)","('thormang3_head_control_module_msgs', 0.6051954778235225)","('dynamixel_workbench_single_manager_gui', 0.6003481241777117)"
zeroconf_avahi_demos,"('zeroconf_avahi_demos', 1.0)","('p2os_launch', 0.5888355632093317)","('tetris_launch', 0.5451575240557288)","('openni2_launch', 0.5181742701685366)","('rosclean', 0.5040103117522359)","('multimaster_launch', 0.4926085765972088)","('default_cfg_fkie', 0.4754612964266498)","('mk', 0.4655766694169836)","('geographic_info', 0.4501851943534161)","('loki_robot', 0.4401598196779093)","('fetch_moveit_config', 0.4353291287200767)","('motoman_sia5d_support', 0.4248791159900761)","('yumi_moveit_config', 0.4227703761370447)","('tra1_moveit_config', 0.41706274581494895)","('staro_moveit_config', 0.4135041416575074)","('atlas_moveit_config', 0.4123521313763252)","('iri_wam_moveit_config', 0.41151080757255964)","('explore_lite', 0.3998674902281868)","('r2_moveit_config', 0.39119343792020933)","('zeroconf_jmdns_suite', 0.3898304409885176)"
opencv2_doc,"('opencv2_doc', 1.0)","('opencv3', 0.8864938687366085)","('opencv_apps', 0.8209532952440112)","('qglv_opencv', 0.7137633501491896)","('cv_bridge', 0.5606542899975445)","('cv_detection', 0.47136908126213717)","('flask_reverse_proxy', 0.46347112482158537)","('cost_map_cv', 0.45387266347214583)","('rosconsole_bridge', 0.44713470933320465)","('libpointmatcher_ros', 0.4404754718294013)","('rtt_stereo_msgs', 0.4347910478677426)","('rtt_diagnostic_msgs', 0.4332644782043349)","('rtt_rosgraph_msgs', 0.4254017125405126)","('rtt_sensor_msgs', 0.42284823309966924)","('rtt_trajectory_msgs', 0.40297349948172834)","('rtt_control_msgs', 0.40239676752957676)","('console_bridge', 0.39893012246127246)","('openrtm_ros_bridge', 0.39679505160326656)","('image_geometry', 0.3960086132039783)","('rtt_controller_manager_msgs', 0.3900851553034699)"
pcl_msgs,"('pcl_msgs', 1.0)","('qglv_pcl', 0.8741725319748281)","('range_msgs', 0.8231903398284427)","('pcl_conversions', 0.7182386199830457)","('robot_self_filter', 0.7085744156158607)","('pcl', 0.6495880877376895)","('agile_grasp', 0.6301925462767464)","('hostapd_access_point', 0.6028929360067061)","('ethzasl_point_cloud_vtk_tools', 0.5972284032494619)","('linksys_access_point', 0.5678645580124541)","('qglv_opengl', 0.5554103096805637)","('velodyne_pointcloud', 0.5482127773279958)","('freenect_launch', 0.5422537051541648)","('wifi_ddwrt', 0.5134010661263954)","('pr2_navigation_self_filter', 0.49230286767568365)","('jsk_pcl_ros', 0.48823160609694716)","('scan_to_cloud_converter', 0.4805799024051898)","('pointcloud_vrml', 0.4784553362185827)","('random_numbers', 0.47109867022942176)","('stream_manipulator_3d', 0.45235460901976077)"
rocon_interactions,"('rocon_interactions', 1.0)","('rocon_concert', 0.7048423792769276)","('concert_resource_pool', 0.6711185886035611)","('concert_services', 0.6283979314150357)","('rocon_conductor_graph', 0.5968234941584496)","('rocon', 0.5895398939689933)","('concert_service_teleop', 0.5829274733522245)","('concert_conductor_graph', 0.5670980802692622)","('concert_master', 0.5526963477504361)","('rocon_ebnf', 0.5434005177823595)","('concert_orchestra', 0.536107906432783)","('rocon_smartthings_bridge', 0.531024506332179)","('multinav_concert', 0.5290693732797929)","('concert_admin_app', 0.519390742973777)","('concert_msgs', 0.5183271793189053)","('chatter_concert', 0.5163122505790351)","('interactive_marker_proxy', 0.5118179353192751)","('rocon_uri', 0.5079929651328298)","('concert_software_common', 0.504413506130974)","('rocon_iot_bridge', 0.5022285892871154)"
pr2_head_action,"('pr2_head_action', 1.0)","('pr2_gripper_action', 0.8670923138775802)","('pr2_base_trajectory_action', 0.840919908220185)","('pr2_precise_trajectory', 0.7322317865216077)","('single_joint_position_action', 0.7300687751970202)","('iai_pancake_perception_action', 0.6939779340948066)","('gripper_action_controller', 0.6755721817322979)","('pr2_plugs_msgs', 0.6065281924268356)","('pr2_surrogate', 0.5954482109564985)","('pr2_hack_the_future', 0.5680375990866863)","('pr2_sith', 0.5615770226466317)","('pr2_props', 0.5553386658772167)","('pr2_plugs_actions', 0.5491266664911456)","('pr2_counterbalance_check', 0.5449185616987194)","('pr2_motor_diagnostic_tool', 0.5342464697023932)","('pr2_plugs', 0.5291528720110208)","('joint_trajectory_generator', 0.5239773015817041)","('pr2_pan_tilt', 0.5205262000659397)","('pr2_tuck_arms_app', 0.5072077756806735)","('iai_robosherlock_actions', 0.4933572250136624)"
grasp_planning_graspit_msgs,"('grasp_planning_graspit_msgs', 1.0)","('grasp_planning_graspit', 0.7045850808545887)","('planning_msgs', 0.650005758113475)","('four_wheel_steering_msgs', 0.6332387315888489)","('manipulation_msgs', 0.6229652399914158)","('squirrel_manipulation_msgs', 0.5907646122727931)","('rail_pick_and_place_msgs', 0.5842186192376323)","('mav_msgs', 0.56913962198224)","('batteries_skill_msgs', 0.5537767732213126)","('geographic_msgs', 0.5429874599970327)","('uuid_msgs', 0.5383534441914437)","('rapid_pbd_msgs', 0.5337994111010878)","('arbotix_msgs', 0.5302612672354842)","('jaguar_msgs', 0.5191992948811458)","('bwi_planning_icaps14', 0.5154341935582116)","('smart_battery_msgs', 0.5090577605206977)","('cartographer_ros_msgs', 0.49850818340828407)","('twist_mux_msgs', 0.4894513197780297)","('applanix_msgs', 0.48595306431668894)","('ibeo_msgs', 0.48263543033518863)"
arbotix_controllers,"('arbotix_controllers', 1.0)","('arbotix_sensors', 0.7058562209060522)","('arbotix_firmware', 0.5708111234342942)","('open_industrial_ros_controllers', 0.5675523530354961)","('robot_controllers', 0.5422408783638953)","('ecto', 0.5344279641420577)","('robot_controllers_msgs', 0.5242799617984186)","('arbotix', 0.5176250646042594)","('open_controllers_interface', 0.5086753411034386)","('rtmros_common', 0.5071524567616129)","('ethercat_trigger_controllers', 0.4931939018287905)","('rplidar_python', 0.48422516216662714)","('python-aniso8601', 0.476884097416169)","('position_controllers', 0.47577159804164215)","('diagnostic_common_diagnostics', 0.47426209614071646)","('cpp_common', 0.4657183222321254)","('rplidar_ros', 0.46357499930878054)","('pyros_setup', 0.4595077348914347)","('ihmc_ros_java_adapter', 0.45250357373018224)","('geodesy', 0.4501560405294265)"
turtle_concert,"('turtle_concert', 1.0)","('turtle_stroll', 0.9499812920002157)","('concert_orchestra', 0.9444749551286601)","('concert_conductor', 0.9358825931683622)","('concert_schedulers', 0.9285157016618187)","('concert_conductor_graph', 0.9167193954824722)","('concert_software_common', 0.9000021953517651)","('concert_msgs', 0.8736486622887918)","('concert_admin_app', 0.821590663486767)","('concert_service_manager', 0.7802407945380725)","('concert_utilities', 0.6991125069896718)","('concert_scheduling', 0.6824000083824032)","('roch_concert', 0.639580282699038)","('concert_service_gazebo', 0.6308290225077714)","('concert_scheduler_requests', 0.6101784592640241)","('concert_qt_image_stream', 0.6044462590765536)","('concert_qt_teleop', 0.5745800789862283)","('rocon_interactions', 0.5071978960471063)","('rocon_msgs', 0.4882088100768982)","('concert_service_msgs', 0.48147427083461714)"
moveit_fake_controller_manager,"('moveit_fake_controller_manager', 1.0)","('moveit_simple_controller_manager', 0.91483195922522)","('controller_manager_tests', 0.823733176545593)","('pr2_controller_manager', 0.7225641642453963)","('pr2_controller_interface', 0.6886790807998752)","('yocs_localization_manager', 0.6184318926520239)","('ackermann_controller', 0.5750198367428005)","('launchman', 0.5613099952703491)","('forward_command_controller', 0.548973517094745)","('pr2eus_moveit', 0.5232115246144078)","('moveit_planners', 0.5192994332144194)","('stomp_moveit', 0.50902691647638)","('four_wheel_steering_controller', 0.5026174047928594)","('homer_map_manager', 0.49903876039218664)","('moveit_setup_assistant', 0.49506609890524234)","('rocon_app_manager_msgs', 0.49337313637561475)","('moveit_ikfast', 0.47729596396216833)","('cob_trajectory_controller', 0.4727422147213187)","('rqt_moveit', 0.4712282173600495)","('clam_moveit_config', 0.4706387516780399)"
map_laser,"('map_laser', 1.0)","('nj_laser', 0.8005605100165838)","('laser_scan_matcher', 0.7936453484316426)","('laser_scan_sparsifier', 0.7900401178125742)","('polar_scan_matcher', 0.771787651614491)","('laser_ortho_projector', 0.7697384963160437)","('laser_cb_detector', 0.7574735642800031)","('laser_odometry_node', 0.7463083582161517)","('nj_oa_laser', 0.7333053123145208)","('lj_laser', 0.7189185490185775)","('light_scan_sim', 0.688931961404572)","('kinect_2d_scanner', 0.6739910540532055)","('sick_scan', 0.6573244548050314)","('pointcloud_to_laserscan', 0.6154397472088757)","('map_ray_caster', 0.6015132829101706)","('pepperl_fuchs_r2000', 0.5927924343533374)","('xv_11_laser_driver', 0.5872469277936231)","('laser_tilt_controller_filter', 0.5844576272990738)","('ndt_map_builder', 0.5762357039796815)","('scan_tools', 0.5719073063100899)"
rh_p12_rn_gui,"('rh_p12_rn_gui', 1.0)","('rh_p12_rn_base_module_msgs', 0.8855780575768506)","('rh_p12_rn', 0.8821053285881236)","('rh_p12_rn_gazebo', 0.8645934270272889)","('thormang3_opc', 0.851665706080615)","('manipulator_h_gui', 0.8481542403694426)","('thormang3_mpc_sensors', 0.8433164367248764)","('robotis_framework', 0.836794469077437)","('thormang3_mpc', 0.8337877334366518)","('thormang3_common', 0.8289362268111948)","('thormang3_tools', 0.8271733284104691)","('dynamixel_sdk', 0.8179681259722809)","('turtlebot3_panorama', 0.7981510723736602)","('open_cr_module', 0.7938741102795357)","('ati_ft_sensor', 0.7858005474732345)","('robotis_controller', 0.7807537519636544)","('robotis_utility', 0.7762829016631826)","('op3_balance_control', 0.7725700227065795)","('open_manipulator_gazebo', 0.7650471707139468)","('manipulator_h_bringup', 0.764487944870386)"
bondcpp,"('bondcpp', 1.0)","('msp', 0.7279497369498875)","('xmlrpcpp', 0.639749247044949)","('roslz4', 0.6057480925155415)","('pr2_mechanism_model', 0.5591829681967669)","('rosserial_python', 0.5513796481426068)","('pr2_mechanism_diagnostics', 0.5168315292449579)","('um7', 0.5146130462083435)","('canopen_master', 0.5138707958457227)","('catkin_pip', 0.505368384230005)","('aniso8601', 0.49115213599589524)","('openrtm_aist_python', 0.48099787977907327)","('py_trees', 0.4808594340101926)","('eml', 0.46804130997299787)","('catkin_virtualenv', 0.46583373960497865)","('zeroconf_avahi', 0.4525784990186512)","('sound_play', 0.4488155475062263)","('applanix_bridge', 0.43941286691329495)","('rtctree', 0.43529266788422816)","('ros_ethercat_eml', 0.42998954179098003)"
roch_bringup,"('roch_bringup', 1.0)","('roch_base', 0.9571616550843477)","('roch_teleop', 0.9307415690823552)","('roch_follower', 0.886954720411798)","('roch_viz', 0.8752164312641407)","('roch_ftdi', 0.8273672119188559)","('roscpp', 0.6905545799024917)","('roch_capabilities', 0.6662616823850629)","('roch_msgs', 0.6411680395601775)","('roch_control', 0.6200100143362439)","('mobile', 0.6047411829588094)","('navigation', 0.5953158450567897)","('viz', 0.5907495884984324)","('joy', 0.5887029329841442)","('control', 0.5845982796874386)","('simulators', 0.5765284214054202)","('libntcan', 0.5679264142294786)","('stage', 0.5674189135347992)","('people', 0.5659605452815112)","('schunk_powercube_chain', 0.5626143147448726)"
rocon_qt_app_manager,"('rocon_qt_app_manager', 1.0)","('rocon_app_manager_msgs', 0.797992089769061)","('yocs_localization_manager', 0.7105643922798255)","('yocs_rapps', 0.7013016693101303)","('rocon_qt_gui', 0.6423189234741211)","('pr2_app_manager', 0.6110322463669481)","('qt_paramedit', 0.5927854963160037)","('rocon_remocon', 0.5745178414279943)","('homer_map_manager', 0.5685600477670855)","('rocon_qt_library', 0.5466019650894695)","('webkit_dependency', 0.5371519982981813)","('qt_gui_cpp', 0.5340683780118199)","('qglv_toolkit', 0.5207286907115551)","('controller_manager_tests', 0.510568037971556)","('qt_ros', 0.4965610196652388)","('rail_user_queue_manager', 0.48596726480777885)","('turtlebot_rapps', 0.4704604977507978)","('airbus_plugin_log_manager', 0.4605421403511243)","('rocon_qt_master_info', 0.4528101075456866)","('airbus_plugin_node_manager', 0.43857546469216846)"
pr2_image_snapshot_recorder,"('pr2_image_snapshot_recorder', 1.0)","('resized_image_transport', 0.7251866171741567)","('rosbag_image_compressor', 0.7222228980692598)","('stereo_image_proc', 0.7162063833830352)","('imagezero', 0.7124574242838531)","('theora_image_transport', 0.7040232533354904)","('compressed_image_transport', 0.6892646926082789)","('image_publisher', 0.68213673411477)","('pr2_props', 0.6792597157758251)","('compressed_depth_image_transport', 0.6771704897621434)","('pr2_counterbalance_check', 0.6720013326400996)","('cob_image_flip', 0.6693607251319532)","('image_transport', 0.6614543281906416)","('pr2_surrogate', 0.639258200667436)","('pr2_pan_tilt', 0.6361624449037776)","('image_stream', 0.6270790997783494)","('pr2_props_app', 0.6254686266681425)","('image_view', 0.622176206584738)","('pr2_plugs_actions', 0.6189846158018929)","('ros_http_video_streamer', 0.6132620580427481)"
